id,smiles
ord-440eb2fd046740beb40a6a0d303cf791_0,O=C1N(Cc2ccc(O)cc2)c2ccccc2C12COc1cc3c(cc12)CCO3
ord-bb54b3e1f07d40aea2e53cba5ddc86b6_0,COC(=O)C1=C(Nc2ccccc2N)CSC1
ord-719dae6184614556b54ea9d9c893c195_0,CC(=NN)c1cccc([N+](=O)[O-])c1
ord-a87fd2726564432596606f86a7e6fcb3_0,Cn1c(C(F)(F)F)cc(=O)n(-c2cc(Oc3ccc(O)cc3)c(Cl)cc2F)c1=O
ord-97e93d0900fa4ab98641e73a54e603f6_0,Cc1ccc(Oc2ccc(C)cc2)cc1
ord-701ef969489f4dcf93bc07a936592e0f_0,COC(=O)[C@@H](C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](COCc1ccccc1)NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](Cc1c[nH]cn1)NCc1ccccc1
ord-0ef1a9bcd15e49589cf3dd7213991fb6_0,COC(=O)Cc1cccc(C(F)(F)F)c1
ord-7c7cba9854de450c9183c3c10eb85596_0,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61
ord-86cd06c24e244871a185d1e44a745b63_0,Clc1ccc(C2NCCc3ccccc32)cc1
ord-cd67e748fea240d4983b559e9d22d312_1,O=C(O)C(O)CCCCCOc1cccc(F)c1
ord-e7b6374fcb754346ab42df303911586b_1,Cc1nn(CCO)cc1N
ord-96ed783239bb47a1bd7d947386b31e8c_0,CC(C)(C)OC(=O)CCCOc1cc(Cl)c(Br)cc1C(=O)O
ord-07656deb32304cde8041f5b6830f21f7_4,CCOC(Br)C(=O)c1ccccc1
ord-139c10e7e87e41a7b0312ff6252e2d55_0,O=C(O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1Cl
ord-0968702f1a324cdfa79178fb0a7fd320_0,COC(=O)c1ccc2ccn(-c3ccc(SC)cc3)c2c1
ord-cdffb7bcbf2f4492b4e0d83b4c3b0c7a_0,CC(C)(C)c1cc(N)n(C[C@@H]2CCCO2)n1
ord-6f4ccef08a174c30827987c018f8df28_0,CC(C)(C)c1cn(C[C@H]2CCCO2)c(=N)o1
ord-0b206f33d84b4dbc9ac0eaf41ba488fb_0,NS(=O)(=O)NC[C@H]1COc2ccc([N+](=O)[O-])cc2O1
ord-ea9d96a8678c42a6b8d72a7b1f266ba8_0,CC(C)(C#N)c1cccc(C(=O)Nc2cccc(Oc3ccc([N+](=O)[O-])cc3C#N)c2)c1
ord-bafe5fe0693a488ab99cdfd12503545d_0,COC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCCCC1
ord-1118eef5711f4d568d1d402945cbd4db_0,CCOC(=O)[C@@H]1[C@H]2C=C[C@H](CC2)N1[C@H](C)c1ccccc1
ord-c5429b222a364ded8e2c7ce6bb1731b4_0,CCOC(=O)c1c(CCc2ccc(F)cc2)cc2c(c1-c1ccc(C(=O)OCc3ccccc3)cc1)C(=O)N1CCC[C@@H]21
ord-4eec49078e7c42b096117737a483f215_0,CCCCC1(CC)CN(c2ccccc2)c2cc(SC)c(O)cc2S(=O)(=O)C1
ord-53af1c8c71eb4a9e8d77ba4c9521f8b6_0,COC(=O)CCCCCOc1ccc2nc(SCc3ccccc3)n(-c3ccc(C)cc3)c2c1
ord-169277c1b435428aa2a080e056322b31_0,COC(=O)CN(CC(O)CSc1ccc(Cl)cc1)c1ccccc1
ord-2d96f7fcccdf4b2f95d86eef79624243_0,O=C(O)C(=O)c1cscn1
ord-11d452ae38fa4868bba4db76d9a347df_0,CC1(C)OC(=O)Nc2ccc(OCCCCSc3cc(Br)c(N)c(Br)c3)cc21
ord-dab080d6ec844fe6ab9b965bb712b678_0,C=C(CC)CC/C=C(\C)CCC=C(C)C
ord-5c29bb801672415cb44ae4d5e5c3869e_0,Cc1nc2c(c(=O)[nH]1)-c1ccc(Cl)cc1C(c1ccccc1)=[N+]([O-])C2
ord-8e53bd09a0ed4cb3af88766be1a44130_0,O=CC1=Cc2cc(Oc3ccccc3)ccc2OC1
ord-f63c1abc4d4d42d1996714010758c770_0,O=C1CCN(C2(c3ccccc3)CCCCC2)CC1
ord-79f48bfa02d64971a0f5717e6508eb2e_1,COC(=O)N1CCc2ccc(Br)cc2CC1
ord-591742236f1f4e52856540456cc7de78_0,COC(=O)C(C)(C)c1cc2cc([N+](=O)[O-])ccc2[nH]1
ord-de0f5d00bdcd4e569b819d59a9f45a50_1,CC1(C)O[C@H]2[C@H](n3cnc4c(N)ncc(F)c43)C=C[C@H]2O1
ord-7a4ddcf9d6b449a1b8e68e2082711f0d_0,CC(C)(C)OC(=O)NCCCCCCOc1cccc2c1C(N)=NS(=O)(=O)N2
ord-6595173633d74b31b642721006913888_0,CC(C)(C)OC(=O)NCCc1cccc(-c2ccc(C(N)=O)cc2)c1
ord-da90e28ef26449fbab292af5079c540e_4,CC(C)(C)OC(=O)N1CCC(Oc2cccc(C#CCCCN)c2)CC1
ord-a08c7298b4694b8c901e655512e90c83_0,O=C1C=CN(C(=O)OCc2ccccc2)C(c2ccc(F)cc2)C1
ord-5fb29633345a41028f1abda293bf83b6_1,O=C1CCCc2[nH]c3nc(Br)ccc3c21
ord-2033458ce6984dd9881133a3bc060aec_0,CCCOc1ccccc1C(=O)/C=C/c1coc(-c2ccc(OC)c(OCc3ccccc3)c2)n1
ord-4d7894b18cae4d32a9134e8990bf4b1d_0,O=c1[nH]c2ccc(F)cc2s1
ord-2e969a9dfac24666a95fabd8ef61fc44_0,O=C1CCN(Cc2ccccc2)CC1c1ccccc1
ord-20f8ac679259410096b3daf7685e39c6_0,CCOC(=O)c1c(Cl)nc2nn(Cc3ccc(OC)cc3)cc2c1Cl
ord-e84ca4d626ed4802b5b2e5a13600ef55_1,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c]1cnn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1
ord-103d502002a54c3283e0c6f0613f3ed0_1,Clc1ccc2sc(C3=CCNCC3)cc2c1
ord-25965dd2862540428e028f632ff731e3_0,CCOP(C)(=O)COc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
ord-f8fa0736e51247d9858f734fd4f23b82_0,COc1ccc2ccccc2c1C=O
ord-ce116fe2bfc64035905ddae6f2c6b772_2,CN(C)C(=O)Nc1cc(Oc2ccc(N)cc2F)ncn1
ord-7baa921348f84d15990174af54be09eb_1,Cc1cc(C(=O)O)nn1CC(=O)Nc1ccccc1
ord-1b9f8e6b08e74a10adefc26be60d3bfd_0,Cc1cc(/C=C/C(=O)OC(C)(C)C)ccn1
ord-721fa65378ed438bac668584e3190458_5,Clc1ccc(Br)cc1CBr
ord-8e637e96efc54254a8555753790b3c9f_2,CCc1cnn2cc(-c3ccccc3)c(-c3ccc(C=O)cc3)nc12
ord-7389033e360f4fe89dcd590616ee5495_0,O=C1O[C@]2(CCN(C(=O)C3(c4ccc(-c5ccc(F)nc5)cc4)CC3)C2)c2ccccc21
ord-083824b616524996a9514a0d1b5cf9aa_0,CCOC(=O)c1cc2c(C3CCCCC3)c(-c3ccccc3)[nH]c2s1
ord-c09b4200aca549db8934cd224a8331e2_0,COC(=O)c1ccc(C(=O)N[C@@H](c2ccc(OC(F)(F)F)c(F)c2)c2ncccc2F)nc1
ord-0412bf5fab1f4b0d9964a1fb4649be0c_0,COc1ccc(C)n2nc(CCc3nc(Br)cn3C)nc12
ord-ff676ed7db3541bf8b5bb5f83bea7ea8_0,CCOC(=O)C1CCOc2cc(Oc3ccc(C(=O)NC4CCCC(c5ccccc5)C4)cc3)c(Cl)cc21
ord-104a774647d34b5087789a77a922fdd0_0,CC(=O)c1cc(Cl)c(C)c(C(N)=O)c1-c1cc(F)cc(F)c1
ord-db6af07c184a475894e341e741528b60_1,CCOC(=O)CC(=O)c1cccc(Cl)c1
ord-74980e14a5f54648a41fe038f44899bb_0,O=C(O)c1c(Oc2ccc(F)cc2Cl)cccc1C(F)(F)F
ord-fd38925c2cb943349b06e77c1c30b641_1,COC(=O)c1ccc(F)c(B(O)O)c1
ord-992334d313124daabe7b31cb93a6f9e0_0,COc1ncc(-c2cccc3cc([C@H](C)Nc4nc(Cl)ncc4I)n(-c4ccccc4)c(=O)c23)cn1
ord-d32961cb05054252aaec691bc60202fa_1,CCOC(=O)C1CCC(Nc2nnc[nH]2)CC1
ord-a18d776c880d49c5a18c05ae2c782394_0,COC(=O)c1ccccc1CSc1cc(Cl)ccc1[N+](=O)[O-]
ord-e32562345acf498ea3c5334ba888e0de_1,CCCCN(C)C
ord-e4675e88da1d43978d776942ea5c85cc_0,CC(C)(C)OC(=O)NCc1ccc(-c2ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc2)s1
ord-8c6330e25cd74115a5436c0b5473ac6d_0,NC(=O)c1c(Nc2ccc(-c3ccccc3)cc2)n[nH]c1N
ord-e1a0a89421c241f2b2e251d81233fbec_2,Cc1ccccc1N1CC=CC[C@H](N)C1=O
ord-8dbee78cffb24c63b593a2104a013473_1,CC1(C)CCC(C=O)C1=O
ord-67f7b26c2ed24c3ebedb3ecc71d7e8b7_0,Brc1ccc2ccc3c(Br)ccc4ccc1c2c43
ord-e71e801a9ff94b5f83635a8dce8ff48e_0,C[C@@H](O)[C@@H](NC(=O)OCCCCCc1ccccc1)C(=O)O
ord-a5507b277d9543b8a7e79c784e16ef3d_0,COC(=O)C1CCCC(NC(=O)OC(C)(C)C)C1
ord-dced18df11d64e87af28f54aa49a2c44_0,COc1ccc(-c2cnc3c(c2)c(-c2ccn(Cc4cc(F)cc(F)c4)n2)cn3S(=O)(=O)c2ccc(C)cc2)cc1NS(C)(=O)=O
ord-f235181dea6d4c11904146ab2f1e4cf6_0,O=C(c1cc(Cl)cc(Cl)c1)C1Cc2sccc2C1=O
ord-1fa98a31f5e74e36af2210d257220b05_2,OC1CCc2c1ncnc2N1CCNCC1
ord-61a25755c57548ad9e620bb4f678694c_0,CC1(C)OB(c2ccc(OCc3ccc(C#N)nc3)cc2)OC1(C)C
ord-7ccb762cd9224a2cb1a292ea69ff8dbb_0,CCn1nccc1Oc1cc(Sc2ccccn2)cnc1Nc1nc([C@@H]2OC(C)(C)OC2(C)C)ns1
ord-1e9126c27a8142aba76af9db739a0cae_2,C=C(c1ccc(I)cc1)c1ccc(OC)cc1
ord-402ae106531a4965b7ee3d4e5055d5f0_0,Cc1cc(Nc2nc(Nc3cc(C)c(C4CCCNC4)cc3C)ncc2Cl)n[nH]1
ord-21e41535fba549c3812c2855f9d7d659_0,COc1cc(-c2cccc(F)c2)cnc1C#N
ord-e3b0014bcfdc43dc8ee2edf67c6081e0_2,CC(C)(C)[PH+](CCCS(=O)(=O)[O-])C(C)(C)C
ord-371335d11e8b4e1ea1c185f68bae97d6_1,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(N)n1
ord-fb1c9181c7764039806761d7e759408a_1,CCC(O)(CC)c1ccc(OS(=O)(=O)C(F)(F)F)c(OC)c1
ord-d2549e01778449eca7d1b490aaef95fb_0,COC(=O)COc1ccc(OCC#Cc2cc(Br)cc(C#Cc3ccccc3)c2)cc1
ord-411c533f6e9e459a9d6bab26ded5d9d6_1,CC(C)(C)OC(=O)N1CCN(C(=O)OCc2ccccc2)C(C=O)C1
ord-2844486d2b0a4034ad4fe00336af0379_0,OC/C=C(\c1ccc(I)cc1)c1ccc(C2CC2)cc1
ord-6ed7b62489d84f9581da83435fa4d632_0,C[Si](C)(C)CCOCN1C(=O)CC2(C=CN(C(=O)OCc3ccccc3)CC2)c2cccnc21
ord-e1a6429a9b8d4bcba0bb34e654f187e0_0,O=[N+]([O-])c1ccc(Oc2ccc(-c3c4nc(cc5ccc([nH]5)c(-c5ccc(Oc6ccc([N+](=O)[O-])cc6)cc5)c5nc(cc6ccc3[nH]6)C=C5)C=C4)cc2)cc1
ord-69bc03cdae5d405eb924f9c73d4fb9ac_1,[N-]=[N+]=NC(=O)C=Cc1ccc(Br)cc1
ord-b73fa00d1a064962a68c13b6b147da03_0,COC(=O)c1cn(S(=O)(=O)c2ccccc2)c(-c2ccccc2)c1C
ord-c0732cf615164cf896a991687af1f34e_0,CCOC(=O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1
ord-7968daa2fdae4ae28f677a355a61776f_0,O=C(Nc1ccc(S(=O)(=O)NC2CCNCC2)c2ccccc12)c1ccccc1
ord-5ce40dbdcbab4a6f9c0a890041fe03d4_5,CCOC(=O)C(=CN(C)C)n1cc(C#N)nn1
ord-6f2a0ddab3ef4b25b66fd79945d51302_0,CCOC(=O)c1cccc2[nH]ccc12
ord-a455c188eda345e89549db10fe1af8dd_0,Cn1nnc2c(C(=O)Nc3ccccc3N)ncn2c1=O
ord-e7ec9d0b9bcd48629a812171d23f356a_0,CC(C)[Si](OC(C)(C(=O)NNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F)(C(C)C)C(C)C
ord-b3c7173ef1534b90887d0c10e82ba97d_0,COc1cc2ccsc2c2c(OC)cc3ccsc3c12
ord-7ecbf2ef910943bfa57b2f5b2e0d40d7_1,CC(=O)c1ccc(C(=O)O)c2ccccc12
ord-7ca61d9bd7a843c98a1ea492b47c803d_5,O=c1[nH]c(=O)n(-c2cccc(C(F)(F)F)c2)cc1Br
ord-f55534d8a5b7445fa700f1232739c305_0,Fc1cccc(CNc2nc(Cl)nnc2Cl)c1F
ord-bc6c127bc5bf4e6ba806434e63dbc524_0,CC(Oc1ccc2c(c1Cl)C(=O)NCC2)C(F)(F)F
ord-7151c5baf3ca4fa2bc518651f90b6fcf_0,COC1CCc2c1nc(S)[nH]c2=O
ord-323263f2408d45c29171f55ee7ad82af_3,CC(C)(C)N1CCOP1Cl
ord-94fc07399f174f87b6d825ec697f401a_0,COc1ccc2c(c1)NC(=S)c1ccccc1N2
ord-7346ebc0beb7496aaf0a02a83add1c86_0,N#Cc1cccc(N(C(=O)NC2CCCN(Cc3ccccc3)C2)C2CCCCCC2)c1
ord-4a44de640d77421f873c40d1c1c8b61e_1,CCCCc1nc2cnc3ccccc3c2n1CCCN
ord-e164c78e9d0440669c5fe363ea31a06c_1,Cc1cc(B(O)O)ccc1C=O
ord-fbcfbca3c46649149197a1f6b981a894_1,CCOC(=O)C(Cl)NO
ord-cfd084a99a35436eadae197b74138a7c_0,CC(C)(C)OC(=O)NC1C=CCC2C(=O)N(CCc3ccc(C#N)cc3)C(=O)C12
ord-b184f81289be457baa19f55171c8e73b_0,COC(=O)n1ncc2c(NC(=O)NCc3ccc(N4C5CCCC4CC5)c(C(F)(F)F)c3)cccc21
ord-3c92095a1a0447fcb4fcc17b41d8fc89_1,Cn1ncc(C(=O)O)c1C(=O)Nc1ccc2nc(N3CCCC3)nn2c1
ord-397d63dd3928496581b293d53ee8448d_0,CCOC(=O)C(=O)c1c(C)sc(Cl)c1Br
ord-4f4082d581b54b8a873cf6f30893bf19_0,O=C([O-])c1cncc(-c2nnc(Cl)c3c(-c4ccccc4)cccc23)c1
ord-c5c650c28ef24d56a4365749ef80665b_0,COc1cccc(OC)c1C1C(=O)N(C(=O)OC(C)(C)C)CC(=O)N1Cc1ccc(OC(F)(F)F)cc1
ord-90b51c5f4bee437b9b88568f646d8b79_6,CN[C@H](C(=O)O)c1ccccc1
ord-b4605ab9482d4b2f807224d422d3e094_0,Nc1ccc(C2CCOCC2)cn1
ord-8c8fc3c390864071a3bbc2c613908dd3_0,NN(c1ccccc1)c1cc(Cl)nc(Cl)n1
ord-5a791761b09e43b499a93a75dc35b801_1,O=S1(=O)CC=C(N2CCCC2)c2ccccc21
ord-9e917815dc6a42dea3435fc387666331_1,CCOC(=O)CCc1c[nH]c2c1C(=O)CCC2
ord-b5aa1e46b557412a979b27257c70ef9c_2,Cc1nc(-c2ccc(C(=O)O)s2)cs1
ord-a740302dd3634b6f98243ec5c50203f5_2,NN1CCCC(c2ccccc2Br)C1=O
ord-842660ec54c04089963f5f203f4bdb68_0,CCCC(F)(C(F)(F)F)C(F)(F)F
ord-3331058338024fccb122eacb8406495e_0,COC(=O)c1cc2c([nH]1)CCC2Cc1ccc(Cl)c(Cl)c1
ord-6f8fe92a043b4a2c965b61f56de8435f_0,CN(CCCO[Si](C)(C)C(C)(C)C)c1nc(Cl)c(C#N)cc1F
ord-c8222074f938427091150ae6ab68adf9_3,CONOOC
ord-6befc63e1cb84276ae6e45638ccaedf9_0,CC(C)c1ccc2c(Nc3cc(C(=O)N[C@@H](C)c4ccccc4)ccc3Sc3ccc(NC(=O)OC(C)(C)C)cc3)ncnc2c1
ord-6751c4f4919640af8d19829422dd6ad5_4,Cc1ccc(Sc2ccc(O)cc2)c(N)c1
ord-e6863d0549204a81a504b6a6be2057b3_2,CC(=O)c1cc(C(C)=O)cc(C(C)(C)C)c1
ord-dc7b0dae97c04c09ba76bebd83cfc9d7_0,O=C(CCCc1ccccc1)N1CCc2ccoc2C1
ord-a3e776367afe485ba9b74c8249efd586_0,CN(C)Cc1cc2c(o1)CCN(C(=O)CCCc1ccccc1)C2
ord-3d4203d0a7e94fc0b05be808b7d77e36_0,COC(=O)c1cc2c(o1)CN(C(=O)c1ccc(C(=O)c3ccccc3)cc1)CC2
ord-c6cde53cddfd47a3bb65002111b29f8e_0,O=C(O)CCS(=O)(=O)NCCOCCc1ccccc1
ord-3bb2140ead4d4e1c904138a4bea46b5f_0,CC[C@H](C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OC
ord-2bac673b05b947f2a80d49ec11dd0cbb_1,OC1(c2cccc3c2OCCO3)CCNCC1
ord-ec9f97c2f8b148259007cbbf5ac95ce7_0,COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4cccc(C#N)c4)C3=O)cc2c1
ord-9805fd7e021a4b94a7a3aa51c8c842fd_1,CCOC(=O)c1cn(CC)c2cc(C#N)c(F)cc2c1=O
ord-683e05ed95fc4f47b1ea831de4a93909_0,CC(=O)OC1NC(=O)[C@H]1NC(=O)COc1ccccc1
ord-d7504e79ba394a9d8a9ed861d272869c_0,CN(C)Cc1ccc(CSCCNc2ncc([N+](=O)[O-])c(=O)[nH]2)o1
ord-771797f41eba40c39c8dabe7082c5245_2,OCc1csc(N2CCOCC2)n1
ord-7585ba65a4844806a59eb4702f742e9e_0,O=C(c1ccc(F)cc1)c1nc2cc(OCc3ccccc3)ccc2c(=O)[nH]1
ord-1e54a5157b664840832b9ed16121402c_1,Cc1nc2cc(F)c(-c3cnc(C4(O)CNC4)nc3)cn2c1Cc1ccccc1OC(F)F
ord-7b2b6ba395cc4a35818b90a1cabd906f_0,CC(=O)NCCC1=CC(C(N)=O)N2CC1N(OCc1ccccc1)C2=O
ord-d3427ae677ba4ac8b23a654b79dc9c42_0,CSc1nccc(-c2cn(C(C)C)nc2N)n1
ord-9f325c4e83ad4ea6b9c87281355ff7e6_0,[N-]=[N+]=N[C@H](C(=O)N1C(=O)OC[C@@H]1c1ccccc1)[C@@H](c1ccc(F)cc1)c1cc(F)cc(F)c1
ord-23824cb6d9bb43c9be51cce5d02fcad2_1,COc1cc2c(Cl)ncnc2cc1OCCCCl
ord-ef4fab64021a4e589ec0103e58faa631_0,Cc1ccc(-n2nc(C(C)(C)C)cc2N)c(C)c1
ord-97c53237d3bd48b6bcb0db097a6405b2_0,COc1nccc2c(-c3cc(S(C)(=O)=O)ccc3N(C)CC3CC3)cn(C)c12
ord-3a22429923f04fa78830482686a664a4_0,CN1CCN(c2cccc(-c3cn(C(=O)OC(C)(C)C)c4ccc(-c5nnc(S(C)(=O)=O)s5)cc34)n2)CC1
ord-cd77fb3878904afc8634985bf4a3df0d_0,OCCOC1CCCC1
ord-314fb1bebf134bcfacfde695e3ac46ae_2,NCC(Cl)CS(=O)C(F)(F)F
ord-0ae162c335404a32b5759b13682389a7_1,CCCCCc1ccc(OCCN)c(C)c1
ord-bff7fc6c050545fa940ef4a159670768_0,COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2ccc(C(=O)Nc3ccc(C#N)cc3)cc21
ord-3238e458617c421baad7e57117861b30_0,CCOC(=O)c1nc(Br)c2c(c1O)c(Br)c(Br)n2-c1ccc(F)cc1
ord-4b98a5f73b3945a4880b6513e526ce6a_0,Cc1cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCN(Cc4ccccc4)CC3)CC2)cc2nc[nH]c12
ord-fae59022e39545c8b57efdd5fc87ffbc_1,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1N
ord-05c806adcb1546189898b911f5a68aca_0,COCC(C)Oc1cc(C#N)cc(Oc2ccc(S(C)(=O)=O)cc2)c1
ord-ff1e575cd93144db9a9fc6ec69a05f0c_0,COC(=O)c1ccc(SC)cc1O
ord-22f074228d2646728cc185c9a793320c_2,CC(=O)Oc1ccc(Cl)cc1C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
ord-d952b757f376427080653a099f8c0321_4,NS(=O)(=O)c1cc2cccc(Cl)c2nc1-c1ccccc1Cl
ord-1368b5cebc8d4fd19db6bc11bcdc9228_0,Cc1cc(OCCCC2=CCN(C)CC2)ccc1C=O
ord-487d265d29a54a39921af87ab88f5e9d_0,CCCCN1C(=O)CC(=O)N(C2CCCCC2)C1=O
ord-cd00f7718ed142f8bf16e57bc32c2453_0,O=c1c2c[nH]c3c(c-2nn1-c1ccc(Cl)cc1)CNCC3
ord-01a0371a81ee43caacf0058bd4144e4f_0,NS(=O)(=O)C1=CC2=C(O)CCSC2S1
ord-f4a99b3a8f5346a8b72b3f62988952d3_1,Nc1nc(C(=O)C(=O)O)ns1
ord-4a1fa1e3ee574406ad7490b117e8161f_2,[CH3][Sn]([CH3])([CH3])[c]1cc(C=O)c2c(c1)oc1ccccc12
ord-9ce41548d56c4bcaad279d0de3f6f18e_0,CC(C)(O)C#CC(=O)c1cscn1
ord-b6598993866d4a26aeb89aceb185240d_2,Cc1cnc(NC(=O)[C@@H](O)CO[C@H](C)CO[Si](C(C)C)(C(C)C)C(C)C)cn1
ord-ed2eb957d3bc449bbf363f462890a358_0,COC(=O)c1cccc(C=O)c1[N+](=O)[O-]
ord-b52589ef02f8470bbf57ad3749845091_0,CCOC(=O)Cc1ccc(OC)c(Oc2ccc(C(=O)OC)cc2CSC(C)C)c1
ord-20bcf0610c4344e6afb6b04b4d1ac512_1,CCc1cc(Cl)nnc1NN
ord-3502708835bf46edbbd2460ba8ddbfbb_0,CCOP(=O)(OCC)C(C#N)CC1CCOCC1
ord-0fc402729f62494dbac4ddb15f973dba_0,COC/C=C/c1cc(CNC2CC2)cc(O[Si](C)(C)C(C)(C)C)c1
ord-6dfcd052d77c471f8a49edfc041d837d_0,CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@@H](O)[C@H]2O1
ord-30b037a245e448eea377f2365316fb1f_0,CCOc1noc(C2CNCC(c3ccc(CC(F)(F)F)cc3)C2)n1
ord-0aa4c74f09294ec39aabc9de32e6443a_0,ON=Cc1ccccc1Nc1c(Cl)cccc1Cl
ord-f462d77c286b437cadd0173317e2ba51_0,CC#Cc1cc(Cl)nc(Nc2ccccc2)n1
ord-8f9500a8e8ae40fc9a9d9ec477f0d722_0,O=C(CC1CCCC1)c1ccc(CCl)cc1
ord-abb53ffd738a4d2f8bd66d047da5d367_0,Cc1nn(Cc2cccc(C3CC3)n2)c2ccc(F)c(C(=O)O)c12
ord-4672a7318b9946388b8cd223d277aaf8_1,N[C@H]1C[C@H](n2c(=O)n(C3CC3)c3nc(Br)cnc32)C1
ord-8dcb69059bc34456a82be88415b2ebbd_0,COc1ccc(Cn2c(=O)n3ncnc3c3cc(C(C)=O)cnc32)cc1
ord-e25d897e492d4742bb2901a590601c20_0,CC(C)(C)OC(=O)Nc1nc(/C(=N/OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)C(=O)N[C@@H]2C(=O)N[C@@H]2CO)cs1
ord-0c3714d49f2a46ce8a9f8d6047eb9e4e_1,COC(=O)CC(c1cccc(O)c1)C1CC1
ord-467148ccdb914e7c8e1d8bfce81572c0_0,CS(=O)(=O)c1ccc(C(=S)Nc2cc(Br)ccc2Br)c(F)c1
ord-015c359f24674ca8b002bd2cc1896715_1,N=C(NO)c1ccc2nc[nH]c2c1
ord-da92814c5c1e439c937e0d54c612ff2a_3,CCN(CC)C(N)=O
ord-c1df4e3d08064717b7941c0910865930_0,Nc1cnc2nc(-c3cc(NC(=O)N4CCCC4)ccc3Cl)oc2c1
ord-508b2a013c1248a8a43f2e7e56373ba2_2,O=C([O-])c1ccnc(N2CCN(Cc3ccccn3)C2=O)c1
ord-9909cef1c2ad425f8f2647c5361effa9_0,Clc1nc(C2CCCCC2)ns1
ord-cec44a9c6c8d4291b8f55a7f1e22f61c_1,COC(=O)c1c(N)ccc(Br)c1[N+](=O)[O-]
ord-f2d6fe4ad84245a09cc107a7c113c6da_0,Fc1cccnc1-c1ccc(CCl)nn1
ord-bff9bfdaf6304434a2afe43d011e4c90_5,C[C@H]1CN(c2ccc(C#N)cc2)CCN1
ord-2e5a9aaf308745e0ac0c60af91ca6aaa_0,CC(C)(C)OC(=O)N[C@@H](Cc1cccnc1)C(=O)NC(CCCc1ccccc1)CCCc1ccccc1
ord-f6188efa1f054c2786a971bc29f9d66e_0,COC(=O)[C@H](Cc1ccc(C2CC(=O)N(C(C)(C)C)S2(=O)=O)c(F)c1)NC(=O)OC(C)(C)C
ord-1b8325a8c6d5448ba5685f780a924e28_0,CNC(=O)C1CN(C(=O)OCc2ccccc2)CCN1C(=O)OCc1ccccc1
ord-87e18fcbeae14fb7826d31649a26233c_0,CC(C)COC(=O)Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(S(C)(=O)=O)cc3)ccc2c1
ord-df967a5802fd4210a2813b66496cdc85_0,CC1(c2ccc(Br)cc2)C(=O)Nc2cc(Cl)cc(Cl)c2C1=O
ord-4763a89290544df994cb70df66b37473_0,Cc1cc(COc2ccc(S(=O)(=O)N[C@H]3CN(C=O)C[C@H]3C(=O)OC(C)(C)C)cc2)c2ccccc2n1
ord-e04841a938cf4673ac13ecbf865570ca_0,O=C1CCC(c2ccc(O)cc2)N1CCN1CCOCC1
ord-0875c69e944148a284e95bf7bdea6adb_0,CC(C)CCOP(C)[O-]
ord-5e5de5a515d048e4aa6107aa037f036d_0,COC(=O)c1ccc(C(=O)NC(C)c2ccc(Br)s2)s1
ord-25b001f9ed54483c9f82716d2220611f_0,C[C@H]1CC(=O)OC1=O
ord-290edea1b20745b7920d0707b96b23d9_2,O=C1Cc2cccnc2N1c1ccccc1
ord-4fa104b4f9f845d68230a826d14986e6_0,CC(=O)Oc1cc(O)cc2c1[C@H]1CC[C@]3(C)C(=O)CC[C@H]3[C@@H]1CC2
ord-a3a0229238534509913dd8c46914094b_0,Cc1cc2n(c1C(=O)c1cccn1C)CCC2C(=O)OC(C)C
ord-a3d84470103c40a1820caca10150dcb0_0,CCCCCCCCN1C(=O)NC2(CC(C)(CC)NC(C)(CC)C2C)C1=O
ord-a8b2e89c0e414aa788086080408ee85c_0,COc1cnc2c(c1)CCc1cc(Cl)ccc1C2=O
ord-b49854927d534308816012e78fa944b0_0,CCOC(=O)CN1C=CN(C(=O)OCc2ccccc2)[C@@H](Cc2ccccc2)C1=O
